id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,agama,jumlah_penduduk,satuan,tahun
287,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEPERCAYAAN LAIN,1,JIWA,2014
288,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ISLAM,1870690,JIWA,2014
289,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KRISTEN,21435,JIWA,2014
290,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KATHOLIK,5162,JIWA,2014
291,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HINDU,503,JIWA,2014
292,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDHA,5002,JIWA,2014
293,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONGHUCHU,167,JIWA,2014
294,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEPERCAYAAN LAIN,156,JIWA,2014
295,32,JAWA BARAT,3216,KABUPATEN BEKASI,ISLAM,2371335,JIWA,2014
296,32,JAWA BARAT,3216,KABUPATEN BEKASI,KRISTEN,77023,JIWA,2014
297,32,JAWA BARAT,3216,KABUPATEN BEKASI,KATHOLIK,21517,JIWA,2014
298,32,JAWA BARAT,3216,KABUPATEN BEKASI,HINDU,1516,JIWA,2014
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDHA,11661,JIWA,2014
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONGHUCHU,161,JIWA,2014
301,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEPERCAYAAN LAIN,1265,JIWA,2014
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ISLAM,1524384,JIWA,2014
303,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KRISTEN,18549,JIWA,2014
304,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KATHOLIK,5892,JIWA,2014
305,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HINDU,463,JIWA,2014
306,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDHA,539,JIWA,2014
307,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONGHUCHU,88,JIWA,2014
308,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEPERCAYAAN LAIN,703,JIWA,2014
309,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ISLAM,398313,JIWA,2014
310,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KRISTEN,226,JIWA,2014
311,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KATHOLIK,36,JIWA,2014
312,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HINDU,5,JIWA,2014
313,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDHA,18,JIWA,2014
314,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONGHUCHU,5,JIWA,2014
315,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEPERCAYAAN LAIN,0,JIWA,2014
316,32,JAWA BARAT,3271,KOTA BOGOR,ISLAM,908144,JIWA,2014
317,32,JAWA BARAT,3271,KOTA BOGOR,KRISTEN,41282,JIWA,2014
318,32,JAWA BARAT,3271,KOTA BOGOR,KATHOLIK,23094,JIWA,2014
319,32,JAWA BARAT,3271,KOTA BOGOR,HINDU,1222,JIWA,2014
320,32,JAWA BARAT,3271,KOTA BOGOR,BUDHA,8844,JIWA,2014
321,32,JAWA BARAT,3271,KOTA BOGOR,KONGHUCHU,340,JIWA,2014
322,32,JAWA BARAT,3271,KOTA BOGOR,KEPERCAYAAN LAIN,230,JIWA,2014
323,32,JAWA BARAT,3272,KOTA SUKABUMI,ISLAM,307531,JIWA,2014
324,32,JAWA BARAT,3272,KOTA SUKABUMI,KRISTEN,6955,JIWA,2014
325,32,JAWA BARAT,3272,KOTA SUKABUMI,KATHOLIK,3439,JIWA,2014
326,32,JAWA BARAT,3272,KOTA SUKABUMI,HINDU,61,JIWA,2014
327,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDHA,3151,JIWA,2014
328,32,JAWA BARAT,3272,KOTA SUKABUMI,KONGHUCHU,5,JIWA,2014
329,32,JAWA BARAT,3272,KOTA SUKABUMI,KEPERCAYAAN LAIN,12,JIWA,2014
330,32,JAWA BARAT,3273,KOTA BANDUNG,ISLAM,2141931,JIWA,2014
331,32,JAWA BARAT,3273,KOTA BANDUNG,KRISTEN,130986,JIWA,2014
332,32,JAWA BARAT,3273,KOTA BANDUNG,KATHOLIK,53580,JIWA,2014
333,32,JAWA BARAT,3273,KOTA BANDUNG,HINDU,1880,JIWA,2014
334,32,JAWA BARAT,3273,KOTA BANDUNG,BUDHA,12443,JIWA,2014
335,32,JAWA BARAT,3273,KOTA BANDUNG,KONGHUCHU,173,JIWA,2014
336,32,JAWA BARAT,3273,KOTA BANDUNG,KEPERCAYAAN LAIN,104,JIWA,2014
337,32,JAWA BARAT,3274,KOTA CIREBON,ISLAM,293787,JIWA,2014
338,32,JAWA BARAT,3274,KOTA CIREBON,KRISTEN,14741,JIWA,2014
339,32,JAWA BARAT,3274,KOTA CIREBON,KATHOLIK,7006,JIWA,2014
340,32,JAWA BARAT,3274,KOTA CIREBON,HINDU,143,JIWA,2014
341,32,JAWA BARAT,3274,KOTA CIREBON,BUDHA,2525,JIWA,2014
342,32,JAWA BARAT,3274,KOTA CIREBON,KONGHUCHU,51,JIWA,2014
343,32,JAWA BARAT,3274,KOTA CIREBON,KEPERCAYAAN LAIN,16,JIWA,2014
344,32,JAWA BARAT,3275,KOTA BEKASI,ISLAM,2077341,JIWA,2014
345,32,JAWA BARAT,3275,KOTA BEKASI,KRISTEN,205004,JIWA,2014
346,32,JAWA BARAT,3275,KOTA BEKASI,KATHOLIK,69335,JIWA,2014
347,32,JAWA BARAT,3275,KOTA BEKASI,HINDU,5009,JIWA,2014
348,32,JAWA BARAT,3275,KOTA BEKASI,BUDHA,23258,JIWA,2014
349,32,JAWA BARAT,3275,KOTA BEKASI,KONGHUCHU,90,JIWA,2014
350,32,JAWA BARAT,3275,KOTA BEKASI,KEPERCAYAAN LAIN,2652,JIWA,2014
351,32,JAWA BARAT,3276,KOTA DEPOK,ISLAM,1513725,JIWA,2014
352,32,JAWA BARAT,3276,KOTA DEPOK,KRISTEN,81649,JIWA,2014
353,32,JAWA BARAT,3276,KOTA DEPOK,KATHOLIK,27552,JIWA,2014
354,32,JAWA BARAT,3276,KOTA DEPOK,HINDU,3034,JIWA,2014
355,32,JAWA BARAT,3276,KOTA DEPOK,BUDHA,5059,JIWA,2014
356,32,JAWA BARAT,3276,KOTA DEPOK,KONGHUCHU,2018,JIWA,2014
357,32,JAWA BARAT,3276,KOTA DEPOK,KEPERCAYAAN LAIN,58,JIWA,2014
358,32,JAWA BARAT,3277,KOTA CIMAHI,ISLAM,483120,JIWA,2014
359,32,JAWA BARAT,3277,KOTA CIMAHI,KRISTEN,20977,JIWA,2014
360,32,JAWA BARAT,3277,KOTA CIMAHI,KATHOLIK,7703,JIWA,2014
361,32,JAWA BARAT,3277,KOTA CIMAHI,HINDU,601,JIWA,2014
362,32,JAWA BARAT,3277,KOTA CIMAHI,BUDHA,866,JIWA,2014
363,32,JAWA BARAT,3277,KOTA CIMAHI,KONGHUCHU,18,JIWA,2014
364,32,JAWA BARAT,3277,KOTA CIMAHI,KEPERCAYAAN LAIN,155,JIWA,2014
365,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ISLAM,667501,JIWA,2014
366,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KRISTEN,7931,JIWA,2014
367,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KATHOLIK,1918,JIWA,2014
368,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HINDU,18,JIWA,2014
369,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDHA,901,JIWA,2014
370,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONGHUCHU,116,JIWA,2014
371,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEPERCAYAAN LAIN,29,JIWA,2014
372,32,JAWA BARAT,3279,KOTA BANJAR,ISLAM,189071,JIWA,2014
373,32,JAWA BARAT,3279,KOTA BANJAR,KRISTEN,1367,JIWA,2014
374,32,JAWA BARAT,3279,KOTA BANJAR,KATHOLIK,232,JIWA,2014
375,32,JAWA BARAT,3279,KOTA BANJAR,HINDU,19,JIWA,2014
376,32,JAWA BARAT,3279,KOTA BANJAR,BUDHA,49,JIWA,2014
377,32,JAWA BARAT,3279,KOTA BANJAR,KONGHUCHU,85,JIWA,2014
378,32,JAWA BARAT,3279,KOTA BANJAR,KEPERCAYAAN LAIN,22,JIWA,2014
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,ISLAM,4039935,JIWA,2015
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,KRISTEN,65530,JIWA,2015
381,32,JAWA BARAT,3201,KABUPATEN BOGOR,KATHOLIK,23096,JIWA,2015
382,32,JAWA BARAT,3201,KABUPATEN BOGOR,HINDU,2214,JIWA,2015
383,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDHA,14937,JIWA,2015
384,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONGHUCHU,6847,JIWA,2015
385,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEPERCAYAAN LAIN,508,JIWA,2015
386,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ISLAM,2496412,JIWA,2015
387,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KRISTEN,4985,JIWA,2015
388,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KATHOLIK,1577,JIWA,2015
389,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HINDU,50,JIWA,2015
390,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,BUDHA,610,JIWA,2015
391,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KONGHUCHU,9,JIWA,2015
392,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KEPERCAYAAN LAIN,32,JIWA,2015
393,32,JAWA BARAT,3203,KABUPATEN CIANJUR,ISLAM,2201566,JIWA,2015
394,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KRISTEN,10429,JIWA,2015
395,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KATHOLIK,2909,JIWA,2015
396,32,JAWA BARAT,3203,KABUPATEN CIANJUR,HINDU,203,JIWA,2015
397,32,JAWA BARAT,3203,KABUPATEN CIANJUR,BUDHA,2318,JIWA,2015
398,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KONGHUCHU,198,JIWA,2015
399,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KEPERCAYAAN LAIN,121,JIWA,2015
400,32,JAWA BARAT,3204,KABUPATEN BANDUNG,ISLAM,3426392,JIWA,2015
401,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KRISTEN,46871,JIWA,2015
402,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KATHOLIK,16891,JIWA,2015
403,32,JAWA BARAT,3204,KABUPATEN BANDUNG,HINDU,692,JIWA,2015
404,32,JAWA BARAT,3204,KABUPATEN BANDUNG,BUDHA,3193,JIWA,2015
405,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KONGHUCHU,72,JIWA,2015
406,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KEPERCAYAAN LAIN,358,JIWA,2015
407,32,JAWA BARAT,3205,KABUPATEN GARUT,ISLAM,2182122,JIWA,2015
408,32,JAWA BARAT,3205,KABUPATEN GARUT,KRISTEN,3462,JIWA,2015
409,32,JAWA BARAT,3205,KABUPATEN GARUT,KATHOLIK,781,JIWA,2015
410,32,JAWA BARAT,3205,KABUPATEN GARUT,HINDU,57,JIWA,2015
411,32,JAWA BARAT,3205,KABUPATEN GARUT,BUDHA,307,JIWA,2015
412,32,JAWA BARAT,3205,KABUPATEN GARUT,KONGHUCHU,3,JIWA,2015
413,32,JAWA BARAT,3205,KABUPATEN GARUT,KEPERCAYAAN LAIN,168,JIWA,2015
414,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,ISLAM,1673415,JIWA,2015
415,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KRISTEN,574,JIWA,2015
416,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KATHOLIK,310,JIWA,2015
417,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,HINDU,25,JIWA,2015
418,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,BUDHA,11,JIWA,2015
419,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KONGHUCHU,2,JIWA,2015
420,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KEPERCAYAAN LAIN,125,JIWA,2015
421,32,JAWA BARAT,3207,KABUPATEN CIAMIS,ISLAM,1208625,JIWA,2015
422,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KRISTEN,1295,JIWA,2015
423,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KATHOLIK,484,JIWA,2015
424,32,JAWA BARAT,3207,KABUPATEN CIAMIS,HINDU,9,JIWA,2015
425,32,JAWA BARAT,3207,KABUPATEN CIAMIS,BUDHA,81,JIWA,2015
426,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KONGHUCHU,104,JIWA,2015
427,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KEPERCAYAAN LAIN,135,JIWA,2015
428,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,ISLAM,1106227,JIWA,2015
429,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KRISTEN,2039,JIWA,2015
430,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KATHOLIK,5564,JIWA,2015
431,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,HINDU,19,JIWA,2015
432,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,BUDHA,178,JIWA,2015
433,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KONGHUCHU,31,JIWA,2015
434,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KEPERCAYAAN LAIN,419,JIWA,2015
435,32,JAWA BARAT,3209,KABUPATEN CIREBON,ISLAM,2046427,JIWA,2015
436,32,JAWA BARAT,3209,KABUPATEN CIREBON,KRISTEN,7177,JIWA,2015
437,32,JAWA BARAT,3209,KABUPATEN CIREBON,KATHOLIK,2803,JIWA,2015
438,32,JAWA BARAT,3209,KABUPATEN CIREBON,HINDU,87,JIWA,2015
439,32,JAWA BARAT,3209,KABUPATEN CIREBON,BUDHA,538,JIWA,2015
440,32,JAWA BARAT,3209,KABUPATEN CIREBON,KONGHUCHU,217,JIWA,2015
441,32,JAWA BARAT,3209,KABUPATEN CIREBON,KEPERCAYAAN LAIN,94,JIWA,2015
442,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,ISLAM,1246376,JIWA,2015
443,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KRISTEN,3097,JIWA,2015
444,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KATHOLIK,490,JIWA,2015
445,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,HINDU,43,JIWA,2015
446,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,BUDHA,137,JIWA,2015
447,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KONGHUCHU,1,JIWA,2015
448,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KEPERCAYAAN LAIN,36,JIWA,2015
449,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,ISLAM,1106022,JIWA,2015
450,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KRISTEN,3785,JIWA,2015
451,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KATHOLIK,543,JIWA,2015
452,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,HINDU,20,JIWA,2015
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,BUDHA,272,JIWA,2015
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KONGHUCHU,221,JIWA,2015
455,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KEPERCAYAAN LAIN,11,JIWA,2015
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,ISLAM,1818537,JIWA,2015
457,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KRISTEN,4694,JIWA,2015
458,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KATHOLIK,1403,JIWA,2015
459,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,HINDU,82,JIWA,2015
460,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,BUDHA,271,JIWA,2015
461,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KONGHUCHU,19,JIWA,2015
462,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KEPERCAYAAN LAIN,116,JIWA,2015
463,32,JAWA BARAT,3213,KABUPATEN SUBANG,ISLAM,1533597,JIWA,2015
464,32,JAWA BARAT,3213,KABUPATEN SUBANG,KRISTEN,4589,JIWA,2015
465,32,JAWA BARAT,3213,KABUPATEN SUBANG,KATHOLIK,1636,JIWA,2015
466,32,JAWA BARAT,3213,KABUPATEN SUBANG,HINDU,27,JIWA,2015
467,32,JAWA BARAT,3213,KABUPATEN SUBANG,BUDHA,378,JIWA,2015
468,32,JAWA BARAT,3213,KABUPATEN SUBANG,KONGHUCHU,5,JIWA,2015
469,32,JAWA BARAT,3213,KABUPATEN SUBANG,KEPERCAYAAN LAIN,68,JIWA,2015
470,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,ISLAM,877146,JIWA,2015
471,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KRISTEN,6256,JIWA,2015
472,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KATHOLIK,1821,JIWA,2015
473,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,HINDU,137,JIWA,2015
474,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,BUDHA,484,JIWA,2015
475,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KONGHUCHU,9,JIWA,2015
476,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KEPERCAYAAN LAIN,0,JIWA,2015
477,32,JAWA BARAT,3215,KABUPATEN KARAWANG,ISLAM,2025040,JIWA,2015
478,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KRISTEN,23337,JIWA,2015
479,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KATHOLIK,5584,JIWA,2015
480,32,JAWA BARAT,3215,KABUPATEN KARAWANG,HINDU,453,JIWA,2015
481,32,JAWA BARAT,3215,KABUPATEN KARAWANG,BUDHA,5018,JIWA,2015
482,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KONGHUCHU,157,JIWA,2015
483,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KEPERCAYAAN LAIN,153,JIWA,2015
484,32,JAWA BARAT,3216,KABUPATEN BEKASI,ISLAM,2371460,JIWA,2015
485,32,JAWA BARAT,3216,KABUPATEN BEKASI,KRISTEN,78464,JIWA,2015
486,32,JAWA BARAT,3216,KABUPATEN BEKASI,KATHOLIK,22041,JIWA,2015
487,32,JAWA BARAT,3216,KABUPATEN BEKASI,HINDU,1553,JIWA,2015
488,32,JAWA BARAT,3216,KABUPATEN BEKASI,BUDHA,11705,JIWA,2015
489,32,JAWA BARAT,3216,KABUPATEN BEKASI,KONGHUCHU,146,JIWA,2015
490,32,JAWA BARAT,3216,KABUPATEN BEKASI,KEPERCAYAAN LAIN,887,JIWA,2015
491,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,ISLAM,1570858,JIWA,2015
492,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KRISTEN,15369,JIWA,2015
493,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KATHOLIK,5043,JIWA,2015
494,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,HINDU,345,JIWA,2015
495,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,BUDHA,487,JIWA,2015
496,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KONGHUCHU,99,JIWA,2015
497,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KEPERCAYAAN LAIN,504,JIWA,2015
498,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,ISLAM,402447,JIWA,2015
499,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KRISTEN,236,JIWA,2015
500,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KATHOLIK,32,JIWA,2015
501,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,HINDU,5,JIWA,2015
502,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,BUDHA,20,JIWA,2015
503,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KONGHUCHU,4,JIWA,2015
504,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KEPERCAYAAN LAIN,0,JIWA,2015
505,32,JAWA BARAT,3271,KOTA BOGOR,ISLAM,911499,JIWA,2015
506,32,JAWA BARAT,3271,KOTA BOGOR,KRISTEN,40304,JIWA,2015
507,32,JAWA BARAT,3271,KOTA BOGOR,KATHOLIK,22191,JIWA,2015
508,32,JAWA BARAT,3271,KOTA BOGOR,HINDU,1125,JIWA,2015
509,32,JAWA BARAT,3271,KOTA BOGOR,BUDHA,8492,JIWA,2015
510,32,JAWA BARAT,3271,KOTA BOGOR,KONGHUCHU,342,JIWA,2015
511,32,JAWA BARAT,3271,KOTA BOGOR,KEPERCAYAAN LAIN,107,JIWA,2015
512,32,JAWA BARAT,3272,KOTA SUKABUMI,ISLAM,309007,JIWA,2015
513,32,JAWA BARAT,3272,KOTA SUKABUMI,KRISTEN,6447,JIWA,2015
514,32,JAWA BARAT,3272,KOTA SUKABUMI,KATHOLIK,3213,JIWA,2015
515,32,JAWA BARAT,3272,KOTA SUKABUMI,HINDU,46,JIWA,2015
516,32,JAWA BARAT,3272,KOTA SUKABUMI,BUDHA,2991,JIWA,2015
517,32,JAWA BARAT,3272,KOTA SUKABUMI,KONGHUCHU,4,JIWA,2015
518,32,JAWA BARAT,3272,KOTA SUKABUMI,KEPERCAYAAN LAIN,8,JIWA,2015
519,32,JAWA BARAT,3273,KOTA BANDUNG,ISLAM,2179357,JIWA,2015
520,32,JAWA BARAT,3273,KOTA BANDUNG,KRISTEN,130306,JIWA,2015
521,32,JAWA BARAT,3273,KOTA BANDUNG,KATHOLIK,54308,JIWA,2015
522,32,JAWA BARAT,3273,KOTA BANDUNG,HINDU,1937,JIWA,2015
523,32,JAWA BARAT,3273,KOTA BANDUNG,BUDHA,12471,JIWA,2015
524,32,JAWA BARAT,3273,KOTA BANDUNG,KONGHUCHU,156,JIWA,2015
525,32,JAWA BARAT,3273,KOTA BANDUNG,KEPERCAYAAN LAIN,92,JIWA,2015
526,32,JAWA BARAT,3274,KOTA CIREBON,ISLAM,295113,JIWA,2015
527,32,JAWA BARAT,3274,KOTA CIREBON,KRISTEN,14466,JIWA,2015
528,32,JAWA BARAT,3274,KOTA CIREBON,KATHOLIK,6688,JIWA,2015
529,32,JAWA BARAT,3274,KOTA CIREBON,HINDU,143,JIWA,2015
530,32,JAWA BARAT,3274,KOTA CIREBON,BUDHA,2360,JIWA,2015
531,32,JAWA BARAT,3274,KOTA CIREBON,KONGHUCHU,50,JIWA,2015
532,32,JAWA BARAT,3274,KOTA CIREBON,KEPERCAYAAN LAIN,13,JIWA,2015
533,32,JAWA BARAT,3275,KOTA BEKASI,ISLAM,2094749,JIWA,2015
534,32,JAWA BARAT,3275,KOTA BEKASI,KRISTEN,195145,JIWA,2015
535,32,JAWA BARAT,3275,KOTA BEKASI,KATHOLIK,65568,JIWA,2015
536,32,JAWA BARAT,3275,KOTA BEKASI,HINDU,4713,JIWA,2015
537,32,JAWA BARAT,3275,KOTA BEKASI,BUDHA,22533,JIWA,2015
538,32,JAWA BARAT,3275,KOTA BEKASI,KONGHUCHU,96,JIWA,2015
539,32,JAWA BARAT,3275,KOTA BEKASI,KEPERCAYAAN LAIN,1609,JIWA,2015
540,32,JAWA BARAT,3276,KOTA DEPOK,ISLAM,1523330,JIWA,2015
541,32,JAWA BARAT,3276,KOTA DEPOK,KRISTEN,79701,JIWA,2015
542,32,JAWA BARAT,3276,KOTA DEPOK,KATHOLIK,26739,JIWA,2015
543,32,JAWA BARAT,3276,KOTA DEPOK,HINDU,2887,JIWA,2015
544,32,JAWA BARAT,3276,KOTA DEPOK,BUDHA,4877,JIWA,2015
545,32,JAWA BARAT,3276,KOTA DEPOK,KONGHUCHU,1957,JIWA,2015
546,32,JAWA BARAT,3276,KOTA DEPOK,KEPERCAYAAN LAIN,43,JIWA,2015
547,32,JAWA BARAT,3277,KOTA CIMAHI,ISLAM,490233,JIWA,2015
548,32,JAWA BARAT,3277,KOTA CIMAHI,KRISTEN,20905,JIWA,2015
549,32,JAWA BARAT,3277,KOTA CIMAHI,KATHOLIK,7729,JIWA,2015
550,32,JAWA BARAT,3277,KOTA CIMAHI,HINDU,590,JIWA,2015
551,32,JAWA BARAT,3277,KOTA CIMAHI,BUDHA,858,JIWA,2015
552,32,JAWA BARAT,3277,KOTA CIMAHI,KONGHUCHU,9,JIWA,2015
553,32,JAWA BARAT,3277,KOTA CIMAHI,KEPERCAYAAN LAIN,153,JIWA,2015
554,32,JAWA BARAT,3278,KOTA TASIKMALAYA,ISLAM,674037,JIWA,2015
555,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KRISTEN,7845,JIWA,2015
556,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KATHOLIK,1868,JIWA,2015
557,32,JAWA BARAT,3278,KOTA TASIKMALAYA,HINDU,17,JIWA,2015
558,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BUDHA,912,JIWA,2015
559,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KONGHUCHU,126,JIWA,2015
560,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KEPERCAYAAN LAIN,14,JIWA,2015
561,32,JAWA BARAT,3279,KOTA BANJAR,ISLAM,194759,JIWA,2015
562,32,JAWA BARAT,3279,KOTA BANJAR,KRISTEN,1396,JIWA,2015
563,32,JAWA BARAT,3279,KOTA BANJAR,KATHOLIK,241,JIWA,2015
564,32,JAWA BARAT,3279,KOTA BANJAR,HINDU,17,JIWA,2015
565,32,JAWA BARAT,3279,KOTA BANJAR,BUDHA,47,JIWA,2015
566,32,JAWA BARAT,3279,KOTA BANJAR,KONGHUCHU,84,JIWA,2015
567,32,JAWA BARAT,3279,KOTA BANJAR,KEPERCAYAAN LAIN,19,JIWA,2015
568,32,JAWA BARAT,3201,KABUPATEN BOGOR,ISLAM,4070010,JIWA,2016
569,32,JAWA BARAT,3201,KABUPATEN BOGOR,KRISTEN,70631,JIWA,2016
570,32,JAWA BARAT,3201,KABUPATEN BOGOR,KATHOLIK,23966,JIWA,2016
571,32,JAWA BARAT,3201,KABUPATEN BOGOR,HINDU,2123,JIWA,2016
572,32,JAWA BARAT,3201,KABUPATEN BOGOR,BUDHA,15322,JIWA,2016
573,32,JAWA BARAT,3201,KABUPATEN BOGOR,KONGHUCHU,7220,JIWA,2016
574,32,JAWA BARAT,3201,KABUPATEN BOGOR,KEPERCAYAAN LAIN,260,JIWA,2016
575,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,ISLAM,2508573,JIWA,2016
576,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KRISTEN,5380,JIWA,2016
577,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KATHOLIK,1761,JIWA,2016
578,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,HINDU,47,JIWA,2016
